,0,1,2,3,4,5,6,7,8,9
0,128.8209060605964,82.37568823897232,132.09345838783605,116.84068960666706,96.60909460454056,42.57290649544939,86.07116565301796,125.25683116895705,81.09554191538726,113.1471522659938
1,84.67981034363976,90.00986503113872,130.06281143514957,117.55478138700947,101.00509276353907,76.59283497636291,89.82663324063184,88.09370963080747,96.20528111952265,73.67119181164524
2,71.98464909162237,102.56376976321717,143.46861258379676,102.46107170215136,103.817931024926,75.13728082255135,79.43000315893293,113.09458948843515,75.61039035540009,69.50096350364927
3,63.52040961187873,80.60083152175028,129.06557943835543,103.35617642292357,114.85613607936746,71.26298180815732,77.66473199006899,111.71876322948872,79.79885793647911,70.83609372620684
4,58.57201255186757,78.88943327912617,131.97928589288884,93.57983489934843,104.53941414766993,81.31400294036777,85.27204784766526,117.27364593123973,80.1721118374819,75.64520183903592
5,80.64080029784384,83.11410527533448,130.96226406373768,84.08700668293885,101.39944996863223,82.56356272298521,92.6283333390513,115.54551702394346,76.65802060123626,69.84495974001223
6,88.38696899996569,84.87224670384317,130.9281550204053,87.67482147831002,79.23077974233361,82.34424218394851,87.15610860606024,118.13351899271665,84.13209809601143,63.59165855516983
7,94.71112951984529,93.23575807949199,141.4067589244502,157.780080262858,80.31911186020123,79.48488724910803,76.75084569215925,121.19251826976343,67.69087377078823,70.87181295665783
8,100.5914415199627,97.06579577710401,171.38784970839424,150.8941831951545,86.06775491293561,77.63489358890342,59.159015564637215,115.01640389000909,68.08428448152895,70.62755583442456
9,101.1564167099024,90.32049098113134,152.44525903060176,159.37673450211747,84.85259015500274,84.00976205743684,63.313702245462096,114.46676651881172,66.48500801688802,80.65481376767795
