,0,1,2,3,4,5,6,7,8,9
0,29.446990090400487,16.623734606211087,30.452598881188166,29.648247051981603,27.13022621299004,11.793639537741806,13.074110862124247,44.400361290022886,15.190219225194717,16.58467186525865
1,24.959754796705813,16.127576344005007,26.72855036266083,29.321702318754873,24.992215491571383,14.54355282668473,16.02485606539589,38.97267367859321,18.313400624281304,17.28758264250691
2,25.742090054583088,18.81775789898573,30.21390336168096,24.579312886979412,20.467676576859375,14.443665124200944,17.70764395256652,35.21890608101,17.012405233326056,15.41208964088674
3,25.60759568459915,19.018841575673164,31.66610559160567,24.290665671899436,21.03093310713932,13.754898168703548,24.589216299643034,37.071270957654015,14.924422408675882,14.836796876865494
4,23.218323572238774,21.105024924626928,28.20257358529344,24.386429731505014,19.23538885808891,14.15922231834984,25.13278445568103,37.643257119020035,16.10094142296963,14.83816091764373
5,23.423457863039463,19.36316662519952,27.557824981294626,25.08900038317405,19.728063055287667,14.887413371960715,22.44298393214726,39.70157007239633,15.389089840701928,15.285526042828518
6,23.19062359609453,21.331607152453223,30.917553801288317,27.596869105469573,18.684649307683152,15.075988166564299,23.246811656720617,38.48402333165025,11.201584455141992,15.297264012765652
7,17.849260252175263,20.53206027204265,32.42412037499986,27.607970977289003,18.15784943852206,16.589771310693365,22.176940936440655,37.02026551072205,11.649800639702772,16.95797083392646
8,17.464866845478316,19.579933578600738,33.08861750358494,27.943690300805784,18.259579325468977,17.406784192661107,21.23918270485447,36.683071043031504,11.52561403799198,17.26340322990434
9,16.518332591655525,19.126174690932512,33.5659260992206,26.821415591241543,18.660160010177446,15.922813008218467,20.91346666117772,35.88006626840637,11.872007152178865,17.331436983876642
